Commit A,Commit B,Benchmark,Del Func >= X,New Func >= X,Reached Del Func >= X,Top Chg by Call >= X%,Top > X% by Call Chg by >= 10%,Top Chg by Instr >= X%,Top Chg Len >= X%,Top Reached Chg Len >= X%,Hit/Dismiss
d9545c7f,8f449614,p0000-perf-lib-sanity.sh-perf-report,983,515,7,0.07,0.03,False,1.0,1.0,0
d9545c7f,8f449614,p0001-rev-list.sh-perf-report,983,515,16,12.49,3.2,False,1.0,1.0,0
d9545c7f,8f449614,p0002-read-cache.sh-perf-report,983,515,0,0,0,False,1.0,0.3125,0
d9545c7f,8f449614,p4000-diff-algorithms.sh-perf-report,983,515,14,0.22,0.14,False,1.0,1.0,0
d9545c7f,8f449614,p4001-diff-no-index.sh-perf-report,983,515,3,0.04,0.04,False,1.0,1.0,0
d9545c7f,8f449614,p4211-line-log.sh-perf-report,983,515,9,0.72,0.72,False,1.0,1.0,0
d9545c7f,8f449614,p5302-pack-index.sh-perf-report,983,515,20,0.26,0.07,False,1.0,1.0,0
d9545c7f,8f449614,p5310-pack-bitmaps.sh-perf-report,983,515,25,4.88,1.3,False,1.0,1.0,0
d9545c7f,8f449614,p7000-filter-branch.sh-perf-report,983,515,45,5.21,2.59,False,1.0,1.0,0
d9545c7f,8f449614,p7300-clean.sh-perf-report,983,515,10,10.54,0.42,False,1.0,1.0,0
d9545c7f,8f449614,p7810-grep.sh-perf-report,983,515,6,0.03,0.03,False,1.0,1.0,0
8f449614,12913a78,p0000-perf-lib-sanity.sh-perf-report,569,995,5,0.23,0.23,False,1.0,1.0,0
8f449614,12913a78,p0001-rev-list.sh-perf-report,569,995,12,12.7,3.05,False,1.0,1.0,0
8f449614,12913a78,p0002-read-cache.sh-perf-report,569,995,1,0,0,False,1.0,0.25,0
8f449614,12913a78,p4000-diff-algorithms.sh-perf-report,569,995,10,1.99,0.6,False,1.0,1.0,0
8f449614,12913a78,p4001-diff-no-index.sh-perf-report,569,995,3,0.06,0.02,False,1.0,1.0,1
8f449614,12913a78,p4211-line-log.sh-perf-report,569,995,6,7.68,0.47,False,1.0,1.0,0
8f449614,12913a78,p5302-pack-index.sh-perf-report,569,995,18,0.4,0.4,False,1.0,1.0,0
8f449614,12913a78,p5310-pack-bitmaps.sh-perf-report,569,995,26,4.38,1.07,False,1.0,1.0,0
8f449614,12913a78,p7810-grep.sh-perf-report,569,995,7,0.03,0.03,False,1.0,1.0,0
bb0ba997,7a3eb9e2,p0000-perf-lib-sanity.sh-perf-report,0,1,0,0,0,False,0,0,1
bb0ba997,7a3eb9e2,p0001-rev-list.sh-perf-report,0,1,0,0,0,False,0,0,1
bb0ba997,7a3eb9e2,p0002-read-cache.sh-perf-report,0,1,0,0,0,False,0,0,0
bb0ba997,7a3eb9e2,p4000-diff-algorithms.sh-perf-report,0,1,0,0,0,False,0,0,0
bb0ba997,7a3eb9e2,p4001-diff-no-index.sh-perf-report,0,1,0,0,0,False,0,0,0
bb0ba997,7a3eb9e2,p4211-line-log.sh-perf-report,0,1,0,0,0,False,0,0,0
bb0ba997,7a3eb9e2,p5302-pack-index.sh-perf-report,0,1,0,0,0,False,0,0,0
bb0ba997,7a3eb9e2,p5310-pack-bitmaps.sh-perf-report,0,1,0,0,0,False,0,0,0
bb0ba997,7a3eb9e2,p7000-filter-branch.sh-perf-report,0,1,0,0,0,False,0,0,0
bb0ba997,7a3eb9e2,p7300-clean.sh-perf-report,0,1,0,0,0,False,0,0,0
bb0ba997,7a3eb9e2,p7810-grep.sh-perf-report,0,1,0,0,0,False,0,0,0
dcde8b3d,2fc0f184,p0000-perf-lib-sanity.sh-perf-report,8,8,0,0,0,False,0,0,0
dcde8b3d,2fc0f184,p0001-rev-list.sh-perf-report,8,8,0,0,0,False,0,0,0
dcde8b3d,2fc0f184,p0002-read-cache.sh-perf-report,8,8,0,0,0,False,0,0,0
dcde8b3d,2fc0f184,p4000-diff-algorithms.sh-perf-report,8,8,0,0,0,False,0,0,0
dcde8b3d,2fc0f184,p4001-diff-no-index.sh-perf-report,8,8,0,0,0,False,0,0,0
dcde8b3d,2fc0f184,p4211-line-log.sh-perf-report,8,8,0,0,0,False,0,0,0
dcde8b3d,2fc0f184,p5302-pack-index.sh-perf-report,8,8,0,0,0,False,0,0,0
dcde8b3d,2fc0f184,p5310-pack-bitmaps.sh-perf-report,8,8,0,0,0,False,0,0,0
dcde8b3d,2fc0f184,p7000-filter-branch.sh-perf-report,8,8,0,0,0,False,0,0,0
dcde8b3d,2fc0f184,p7300-clean.sh-perf-report,8,8,0,0,0,False,0,0,0
dcde8b3d,2fc0f184,p7810-grep.sh-perf-report,8,8,0,0,0,False,0,0,0
2fc0f184,2e3926b9,p0000-perf-lib-sanity.sh-perf-report,84,123,1,0.01,0,False,1.0,0.017241379310344827,0
2fc0f184,2e3926b9,p0001-rev-list.sh-perf-report,84,123,0,7.35,0,False,1.0,0.0625,0
2fc0f184,2e3926b9,p0002-read-cache.sh-perf-report,84,123,0,0,0,False,1.0,0,0
2fc0f184,2e3926b9,p4000-diff-algorithms.sh-perf-report,84,123,2,1.95,0.66,False,1.0,1.0,0
2fc0f184,2e3926b9,p4001-diff-no-index.sh-perf-report,84,123,2,0.01,0,False,1.0,0.043478260869565216,0
2fc0f184,2e3926b9,p4211-line-log.sh-perf-report,84,123,0,8.25,0,False,1.0,0.21212121212121213,0
2fc0f184,2e3926b9,p5302-pack-index.sh-perf-report,84,123,3,0.15,0.07,False,1.0,0.1,0
2fc0f184,2e3926b9,p5310-pack-bitmaps.sh-perf-report,84,123,6,3.03,0,False,1.0,1.0,0
2fc0f184,2e3926b9,p7000-filter-branch.sh-perf-report,84,123,8,0.02,0.01,False,1.0,1.0,0
2fc0f184,2e3926b9,p7300-clean.sh-perf-report,84,123,2,9.81,0,False,1.0,0.043478260869565216,0
2fc0f184,2e3926b9,p7810-grep.sh-perf-report,84,123,3,0,0,False,1.0,0.043478260869565216,0
2e3926b9,fd9dbdfb,p0000-perf-lib-sanity.sh-perf-report,114,74,0,0,0,False,1.0,0,0
2e3926b9,fd9dbdfb,p0001-rev-list.sh-perf-report,114,74,0,7.42,0,False,1.0,0.0625,0
2e3926b9,fd9dbdfb,p0002-read-cache.sh-perf-report,114,74,0,0,0,False,1.0,0,0
2e3926b9,fd9dbdfb,p4000-diff-algorithms.sh-perf-report,114,74,0,1.94,0.65,False,1.0,1.0,0
2e3926b9,fd9dbdfb,p4001-diff-no-index.sh-perf-report,114,74,1,0.01,0,False,1.0,0.043478260869565216,0
2e3926b9,fd9dbdfb,p4211-line-log.sh-perf-report,114,74,0,5.88,0,False,1.0,0.21212121212121213,0
2e3926b9,fd9dbdfb,p5302-pack-index.sh-perf-report,114,74,3,0.16,0.08,False,1.0,0.1,0
2e3926b9,fd9dbdfb,p5310-pack-bitmaps.sh-perf-report,114,74,5,2.86,0,False,1.0,1.0,0
2e3926b9,fd9dbdfb,p7000-filter-branch.sh-perf-report,114,74,7,0.02,0.01,False,1.0,1.0,0
2e3926b9,fd9dbdfb,p7300-clean.sh-perf-report,114,74,2,10.49,0,False,1.0,0.043478260869565216,0
2e3926b9,fd9dbdfb,p7810-grep.sh-perf-report,114,74,2,0,0,False,1.0,0.043478260869565216,0
05a5869a,17130a70,p0000-perf-lib-sanity.sh-perf-report,114,74,2,0.01,0,False,1.0,0.043478260869565216,0
05a5869a,17130a70,p0001-rev-list.sh-perf-report,114,74,0,7.44,0,False,1.0,0.0625,0
05a5869a,17130a70,p0002-read-cache.sh-perf-report,114,74,0,0,0,False,1.0,0,0
05a5869a,17130a70,p4000-diff-algorithms.sh-perf-report,114,74,0,1.96,0.65,False,1.0,1.0,0
05a5869a,17130a70,p4001-diff-no-index.sh-perf-report,114,74,0,0,0,False,1.0,0,0
05a5869a,17130a70,p4211-line-log.sh-perf-report,114,74,0,5.85,0,False,1.0,0.0625,1
05a5869a,17130a70,p5302-pack-index.sh-perf-report,114,74,4,0.15,0.07,False,1.0,1.0,0
05a5869a,17130a70,p5310-pack-bitmaps.sh-perf-report,114,74,4,2.86,0,False,1.0,1.0,0
05a5869a,17130a70,p7000-filter-branch.sh-perf-report,114,74,7,0.02,0.01,False,1.0,1.0,0
05a5869a,17130a70,p7300-clean.sh-perf-report,114,74,2,10.94,0,False,1.0,0.043478260869565216,0
05a5869a,17130a70,p7810-grep.sh-perf-report,114,74,2,0.01,0,False,1.0,0.043478260869565216,0
577dfd03,90a78b83,p0000-perf-lib-sanity.sh-perf-report,926,517,5,0.06,0.02,False,1.0,1.0,0
577dfd03,90a78b83,p0001-rev-list.sh-perf-report,926,517,10,12.3,0.29,False,1.0,1.0,0
577dfd03,90a78b83,p0002-read-cache.sh-perf-report,926,517,2,0,0,False,1.0,1.0,0
577dfd03,90a78b83,p4000-diff-algorithms.sh-perf-report,926,517,17,2.01,0.64,False,1.0,1.0,0
577dfd03,90a78b83,p4001-diff-no-index.sh-perf-report,926,517,1,0.03,0.03,False,1.0,0.14814814814814814,0
577dfd03,90a78b83,p4211-line-log.sh-perf-report,926,517,8,8.34,0.92,False,1.0,1.0,0
577dfd03,90a78b83,p5302-pack-index.sh-perf-report,926,517,15,0.26,0.07,False,1.0,1.0,0
577dfd03,90a78b83,p5310-pack-bitmaps.sh-perf-report,926,517,26,4.99,0.82,False,1.0,1.0,0
577dfd03,90a78b83,p7000-filter-branch.sh-perf-report,926,517,46,4.65,2.27,False,1.0,1.0,0
577dfd03,90a78b83,p7300-clean.sh-perf-report,926,517,10,9.62,0.39,False,1.0,1.0,0
577dfd03,90a78b83,p7810-grep.sh-perf-report,926,517,3,0.01,0,False,1.0,1.0,0
90a78b83,f831acc6,p0000-perf-lib-sanity.sh-perf-report,517,926,2,0.1,0.1,False,1.0,1.0,0
90a78b83,f831acc6,p0001-rev-list.sh-perf-report,517,926,3,12.68,0.34,False,1.0,1.0,0
90a78b83,f831acc6,p0002-read-cache.sh-perf-report,517,926,0,0,0,False,1.0,0,0
90a78b83,f831acc6,p4000-diff-algorithms.sh-perf-report,517,926,5,1.72,0.68,False,1.0,1.0,0
90a78b83,f831acc6,p4001-diff-no-index.sh-perf-report,517,926,1,0.13,0.03,False,1.0,0.10256410256410256,0
90a78b83,f831acc6,p4211-line-log.sh-perf-report,517,926,1,5.57,0.64,False,1.0,1.0,0
90a78b83,f831acc6,p5302-pack-index.sh-perf-report,517,926,8,0.41,0.41,False,1.0,1.0,0
90a78b83,f831acc6,p5310-pack-bitmaps.sh-perf-report,517,926,11,4.56,0.72,False,1.0,1.0,0
90a78b83,f831acc6,p7810-grep.sh-perf-report,517,926,2,0.01,0,False,1.0,0.6785714285714286,0
268ef4d3,951b551d,p0000-perf-lib-sanity.sh-perf-report,60,107,0,0,0,False,1.0,0,0
268ef4d3,951b551d,p0001-rev-list.sh-perf-report,60,107,0,7.48,0,False,1.0,0.0625,0
268ef4d3,951b551d,p0002-read-cache.sh-perf-report,60,107,0,0,0,False,1.0,0,0
268ef4d3,951b551d,p4000-diff-algorithms.sh-perf-report,60,107,2,1.98,0.13,False,1.0,1.0,0
268ef4d3,951b551d,p4001-diff-no-index.sh-perf-report,60,107,0,0,0,False,1.0,0,0
268ef4d3,951b551d,p4211-line-log.sh-perf-report,60,107,1,8.31,0,False,1.0,1.0,0
268ef4d3,951b551d,p5302-pack-index.sh-perf-report,60,107,1,0.16,0,False,1.0,0.20512820512820512,0
268ef4d3,951b551d,p5310-pack-bitmaps.sh-perf-report,60,107,2,3.06,0,False,1.0,1.0,0
268ef4d3,951b551d,p7000-filter-branch.sh-perf-report,60,107,3,0.01,0.01,False,1.0,1.0,0
268ef4d3,951b551d,p7300-clean.sh-perf-report,60,107,0,0,0,False,1.0,0,0
268ef4d3,951b551d,p7810-grep.sh-perf-report,60,107,0,0,0,False,1.0,0,0
d66f68ff,f2c96ceb,p0000-perf-lib-sanity.sh-perf-report,107,71,0,0,0,False,1.0,0,0
d66f68ff,f2c96ceb,p0001-rev-list.sh-perf-report,107,71,0,7.47,0,False,1.0,0.0625,0
d66f68ff,f2c96ceb,p0002-read-cache.sh-perf-report,107,71,0,0,0,False,1.0,0,0
d66f68ff,f2c96ceb,p4000-diff-algorithms.sh-perf-report,107,71,0,1.95,0.13,False,1.0,1.0,0
d66f68ff,f2c96ceb,p4001-diff-no-index.sh-perf-report,107,71,1,0,0,False,1.0,0,0
d66f68ff,f2c96ceb,p4211-line-log.sh-perf-report,107,71,1,5.94,0,False,1.0,0.0625,1
d66f68ff,f2c96ceb,p5302-pack-index.sh-perf-report,107,71,1,0.16,0,False,1.0,1.0,0
d66f68ff,f2c96ceb,p5310-pack-bitmaps.sh-perf-report,107,71,0,2.96,0,False,1.0,0.07142857142857142,0
d66f68ff,f2c96ceb,p7000-filter-branch.sh-perf-report,107,71,4,0.01,0.01,False,1.0,1.0,0
d66f68ff,f2c96ceb,p7300-clean.sh-perf-report,107,71,0,0,0,False,1.0,0,0
d66f68ff,f2c96ceb,p7810-grep.sh-perf-report,107,71,0,0,0,False,1.0,0,0
7a7d0854,e059388f,p0000-perf-lib-sanity.sh-perf-report,4,1,0,0,0,False,1.0,0,0
7a7d0854,e059388f,p0001-rev-list.sh-perf-report,4,1,0,0,0,False,1.0,0,0
7a7d0854,e059388f,p0002-read-cache.sh-perf-report,4,1,0,0,0,False,1.0,0,0
7a7d0854,e059388f,p4000-diff-algorithms.sh-perf-report,4,1,0,0,0,False,1.0,0,0
7a7d0854,e059388f,p4001-diff-no-index.sh-perf-report,4,1,0,0,0,False,1.0,0,0
7a7d0854,e059388f,p4211-line-log.sh-perf-report,4,1,0,0,0,False,1.0,0,0
7a7d0854,e059388f,p5302-pack-index.sh-perf-report,4,1,0,0,0,False,1.0,0,0
7a7d0854,e059388f,p5310-pack-bitmaps.sh-perf-report,4,1,0,0,0,False,1.0,0,0
7a7d0854,e059388f,p7000-filter-branch.sh-perf-report,4,1,0,0,0,False,1.0,0,0
7a7d0854,e059388f,p7300-clean.sh-perf-report,4,1,0,0,0,False,1.0,0,0
7a7d0854,e059388f,p7810-grep.sh-perf-report,4,1,0,0,0,False,1.0,0,0
8648eacc,40cfc958,p0000-perf-lib-sanity.sh-perf-report,0,3,0,0,0,False,0,0,0
8648eacc,40cfc958,p0001-rev-list.sh-perf-report,0,3,0,0,0,False,0,0,0
8648eacc,40cfc958,p0002-read-cache.sh-perf-report,0,3,0,0,0,False,0,0,0
8648eacc,40cfc958,p4000-diff-algorithms.sh-perf-report,0,3,0,0,0,False,0,0,0
8648eacc,40cfc958,p4001-diff-no-index.sh-perf-report,0,3,0,0,0,False,0,0,1
8648eacc,40cfc958,p4211-line-log.sh-perf-report,0,3,0,0,0,False,0,0,0
8648eacc,40cfc958,p5302-pack-index.sh-perf-report,0,3,0,0,0,False,0,0,0
8648eacc,40cfc958,p5310-pack-bitmaps.sh-perf-report,0,3,0,0,0,False,0,0,0
8648eacc,40cfc958,p7000-filter-branch.sh-perf-report,0,3,0,0,0,False,0,0,0
8648eacc,40cfc958,p7300-clean.sh-perf-report,0,3,0,0,0,False,0,0,0
8648eacc,40cfc958,p7810-grep.sh-perf-report,0,3,0,0,0,False,0,0,0
5bfc50d6,bfc99b63,p0000-perf-lib-sanity.sh-perf-report,0,2,0,0,0,False,0,0,0
5bfc50d6,bfc99b63,p0001-rev-list.sh-perf-report,0,2,0,0,0,False,0,0,0
5bfc50d6,bfc99b63,p0002-read-cache.sh-perf-report,0,2,0,0,0,False,0,0,0
5bfc50d6,bfc99b63,p4000-diff-algorithms.sh-perf-report,0,2,0,0,0,False,0,0,0
5bfc50d6,bfc99b63,p4001-diff-no-index.sh-perf-report,0,2,0,0,0,False,0,0,0
5bfc50d6,bfc99b63,p4211-line-log.sh-perf-report,0,2,0,0,0,False,0,0,0
5bfc50d6,bfc99b63,p5302-pack-index.sh-perf-report,0,2,0,0,0,False,0,0,0
5bfc50d6,bfc99b63,p5310-pack-bitmaps.sh-perf-report,0,2,0,0,0,False,0,0,0
5bfc50d6,bfc99b63,p7000-filter-branch.sh-perf-report,0,2,0,0,0,False,0,0,0
5bfc50d6,bfc99b63,p7300-clean.sh-perf-report,0,2,0,0,0,False,0,0,0
5bfc50d6,bfc99b63,p7810-grep.sh-perf-report,0,2,0,0,0,False,0,0,0
1f66975d,f4beed60,p0000-perf-lib-sanity.sh-perf-report,73,107,0,0.05,0,False,1.0,0.06382978723404255,0
1f66975d,f4beed60,p0001-rev-list.sh-perf-report,73,107,0,7.41,0,False,1.0,0.0625,0
1f66975d,f4beed60,p0002-read-cache.sh-perf-report,73,107,0,0,0,False,1.0,0,0
1f66975d,f4beed60,p4000-diff-algorithms.sh-perf-report,73,107,2,2.05,0.13,False,1.0,1.0,0
1f66975d,f4beed60,p4001-diff-no-index.sh-perf-report,73,107,0,0.04,0,False,1.0,0.06382978723404255,0
1f66975d,f4beed60,p4211-line-log.sh-perf-report,73,107,2,8.37,0,False,1.0,1.0,0
1f66975d,f4beed60,p5302-pack-index.sh-perf-report,73,107,1,0.25,0,False,1.0,1.0,0
1f66975d,f4beed60,p5310-pack-bitmaps.sh-perf-report,73,107,1,3.08,0,False,1.0,1.0,0
1f66975d,f4beed60,p7000-filter-branch.sh-perf-report,73,107,4,0.05,0.01,False,1.0,1.0,0
1f66975d,f4beed60,p7300-clean.sh-perf-report,73,107,0,0.46,0,False,1.0,0.06382978723404255,0
1f66975d,f4beed60,p7810-grep.sh-perf-report,73,107,0,0.03,0,False,1.0,0.06382978723404255,0
f4beed60,3f215b03,p0000-perf-lib-sanity.sh-perf-report,11,20,0,0,0,False,1.0,0,0
f4beed60,3f215b03,p0001-rev-list.sh-perf-report,11,20,0,0,0,False,1.0,0,0
f4beed60,3f215b03,p0002-read-cache.sh-perf-report,11,20,0,0,0,False,1.0,0,0
f4beed60,3f215b03,p4000-diff-algorithms.sh-perf-report,11,20,0,0,0,False,1.0,0.025423728813559324,0
f4beed60,3f215b03,p4001-diff-no-index.sh-perf-report,11,20,0,0,0,False,1.0,0,0
f4beed60,3f215b03,p4211-line-log.sh-perf-report,11,20,0,0,0,False,1.0,0,0
f4beed60,3f215b03,p5302-pack-index.sh-perf-report,11,20,0,0,0,False,1.0,0,0
f4beed60,3f215b03,p5310-pack-bitmaps.sh-perf-report,11,20,1,0,0,False,1.0,1.0,0
f4beed60,3f215b03,p7000-filter-branch.sh-perf-report,11,20,3,0,0,False,1.0,1.0,0
f4beed60,3f215b03,p7300-clean.sh-perf-report,11,20,0,0,0,False,1.0,0,0
f4beed60,3f215b03,p7810-grep.sh-perf-report,11,20,0,0,0,False,1.0,0,0
3f215b03,12f7526c,p0000-perf-lib-sanity.sh-perf-report,20,11,0,0,0,False,1.0,0,0
3f215b03,12f7526c,p0001-rev-list.sh-perf-report,20,11,0,0,0,False,1.0,0,0
3f215b03,12f7526c,p0002-read-cache.sh-perf-report,20,11,0,0,0,False,1.0,0,0
3f215b03,12f7526c,p4000-diff-algorithms.sh-perf-report,20,11,0,0,0,False,1.0,0,0
3f215b03,12f7526c,p4001-diff-no-index.sh-perf-report,20,11,0,0,0,False,1.0,0,0
3f215b03,12f7526c,p4211-line-log.sh-perf-report,20,11,0,0,0,False,1.0,0,0
3f215b03,12f7526c,p5302-pack-index.sh-perf-report,20,11,0,0,0,False,1.0,0,0
3f215b03,12f7526c,p5310-pack-bitmaps.sh-perf-report,20,11,0,0,0,False,1.0,0.047619047619047616,0
3f215b03,12f7526c,p7000-filter-branch.sh-perf-report,20,11,3,0,0,False,1.0,1.0,0
3f215b03,12f7526c,p7300-clean.sh-perf-report,20,11,0,0,0,False,1.0,0,0
3f215b03,12f7526c,p7810-grep.sh-perf-report,20,11,0,0,0,False,1.0,0,0
e6273f4d,845de33a,p0000-perf-lib-sanity.sh-perf-report,393,270,3,0.04,0.03,False,1.0,1.0,0
e6273f4d,845de33a,p0001-rev-list.sh-perf-report,393,270,8,12.48,0.27,False,1.0,1.0,0
e6273f4d,845de33a,p0002-read-cache.sh-perf-report,393,270,0,0,0,False,1.0,0,0
e6273f4d,845de33a,p4000-diff-algorithms.sh-perf-report,393,270,10,0.09,0.01,False,1.0,1.0,0
e6273f4d,845de33a,p4001-diff-no-index.sh-perf-report,393,270,3,0.02,0.01,False,1.0,1.0,0
e6273f4d,845de33a,p4211-line-log.sh-perf-report,393,270,5,0.7,0.7,False,1.0,1.0,0
e6273f4d,845de33a,p5302-pack-index.sh-perf-report,393,270,12,0.26,0.08,False,1.0,1.0,0
e6273f4d,845de33a,p5310-pack-bitmaps.sh-perf-report,393,270,18,4.97,0.82,False,1.0,1.0,0
e6273f4d,845de33a,p7000-filter-branch.sh-perf-report,393,270,23,1.65,1.65,False,1.0,1.0,0
e6273f4d,845de33a,p7300-clean.sh-perf-report,393,270,6,10.57,0.19,False,1.0,1.0,0
e6273f4d,845de33a,p7810-grep.sh-perf-report,393,270,4,0.01,0,False,1.0,1.0,0
6a36e1e7,787a490c,p0000-perf-lib-sanity.sh-perf-report,270,393,2,0.03,0.02,False,1.0,1.0,0
6a36e1e7,787a490c,p0001-rev-list.sh-perf-report,270,393,7,12.34,0.25,False,1.0,1.0,0
6a36e1e7,787a490c,p0002-read-cache.sh-perf-report,270,393,0,0,0,False,1.0,0.32653061224489793,0
6a36e1e7,787a490c,p4000-diff-algorithms.sh-perf-report,270,393,3,0.08,0.03,False,1.0,1.0,0
6a36e1e7,787a490c,p4001-diff-no-index.sh-perf-report,270,393,2,0.04,0.01,False,1.0,1.0,1
6a36e1e7,787a490c,p4211-line-log.sh-perf-report,270,393,6,0.67,0.67,False,1.0,1.0,0
6a36e1e7,787a490c,p5302-pack-index.sh-perf-report,270,393,11,0.26,0.08,False,1.0,1.0,0
6a36e1e7,787a490c,p5310-pack-bitmaps.sh-perf-report,270,393,16,4.78,0.75,False,1.0,1.0,0
6a36e1e7,787a490c,p7300-clean.sh-perf-report,270,393,2,12.3,0.07,False,1.0,1.0,0
6a36e1e7,787a490c,p7810-grep.sh-perf-report,270,393,5,0.01,0,False,1.0,1.0,0
13af774e,14af79b9,p0000-perf-lib-sanity.sh-perf-report,2,0,0,0,0,False,0,0,0
13af774e,14af79b9,p0001-rev-list.sh-perf-report,2,0,0,0,0,False,0,0,0
13af774e,14af79b9,p0002-read-cache.sh-perf-report,2,0,0,0,0,False,0,0,0
13af774e,14af79b9,p4000-diff-algorithms.sh-perf-report,2,0,0,0,0,False,0,0,0
13af774e,14af79b9,p4001-diff-no-index.sh-perf-report,2,0,0,0,0,False,0,0,1
13af774e,14af79b9,p4211-line-log.sh-perf-report,2,0,0,0,0,False,0,0,0
13af774e,14af79b9,p5302-pack-index.sh-perf-report,2,0,0,0,0,False,0,0,0
13af774e,14af79b9,p5310-pack-bitmaps.sh-perf-report,2,0,0,0,0,False,0,0,0
13af774e,14af79b9,p7000-filter-branch.sh-perf-report,2,0,0,0,0,False,0,0,0
13af774e,14af79b9,p7300-clean.sh-perf-report,2,0,0,0,0,False,0,0,0
13af774e,14af79b9,p7810-grep.sh-perf-report,2,0,0,0,0,False,0,0,0
66106691,b153d2ae,p0000-perf-lib-sanity.sh-perf-report,105,73,0,0.04,0,False,1.0,0.06382978723404255,0
66106691,b153d2ae,p0001-rev-list.sh-perf-report,105,73,0,7.64,0,False,1.0,0.0625,0
66106691,b153d2ae,p0002-read-cache.sh-perf-report,105,73,0,0,0,False,1.0,0,0
66106691,b153d2ae,p4000-diff-algorithms.sh-perf-report,105,73,0,2.02,0.13,False,1.0,1.0,0
66106691,b153d2ae,p4001-diff-no-index.sh-perf-report,105,73,0,0.03,0,False,1.0,0.06382978723404255,0
66106691,b153d2ae,p4211-line-log.sh-perf-report,105,73,0,5.93,0,False,1.0,0.0625,0
66106691,b153d2ae,p5302-pack-index.sh-perf-report,105,73,0,0.24,0,False,1.0,0.0625,0
66106691,b153d2ae,p5310-pack-bitmaps.sh-perf-report,105,73,1,3.03,0,False,1.0,1.0,0
66106691,b153d2ae,p7000-filter-branch.sh-perf-report,105,73,4,0.04,0,False,1.0,1.0,0
66106691,b153d2ae,p7300-clean.sh-perf-report,105,73,0,0.37,0,False,1.0,0.06382978723404255,0
66106691,b153d2ae,p7810-grep.sh-perf-report,105,73,0,0.03,0,False,1.0,0.06382978723404255,0
b153d2ae,0f8e8313,p0000-perf-lib-sanity.sh-perf-report,73,105,0,0.04,0,False,1.0,0.06382978723404255,0
b153d2ae,0f8e8313,p0001-rev-list.sh-perf-report,73,105,0,7.46,0,False,1.0,0.0625,0
b153d2ae,0f8e8313,p0002-read-cache.sh-perf-report,73,105,0,0,0,False,1.0,0,0
b153d2ae,0f8e8313,p4000-diff-algorithms.sh-perf-report,73,105,2,2.11,0.14,False,1.0,1.0,0
b153d2ae,0f8e8313,p4001-diff-no-index.sh-perf-report,73,105,0,0.04,0,False,1.0,0.06382978723404255,1
b153d2ae,0f8e8313,p4211-line-log.sh-perf-report,73,105,0,8.44,0,False,1.0,0.21212121212121213,0
b153d2ae,0f8e8313,p5302-pack-index.sh-perf-report,73,105,0,0.25,0,False,1.0,0.0625,0
b153d2ae,0f8e8313,p5310-pack-bitmaps.sh-perf-report,73,105,2,3.11,0,False,1.0,1.0,0
b153d2ae,0f8e8313,p7000-filter-branch.sh-perf-report,73,105,3,0.05,0,False,1.0,1.0,0
b153d2ae,0f8e8313,p7300-clean.sh-perf-report,73,105,0,0.45,0,False,1.0,0.06382978723404255,0
b153d2ae,0f8e8313,p7810-grep.sh-perf-report,73,105,0,0.03,0,False,1.0,0.06382978723404255,0
0f8e8313,3916adf9,p0000-perf-lib-sanity.sh-perf-report,105,73,0,0.05,0,False,1.0,0.06382978723404255,0
0f8e8313,3916adf9,p0001-rev-list.sh-perf-report,105,73,0,7.34,0,False,1.0,0.0625,1
0f8e8313,3916adf9,p0002-read-cache.sh-perf-report,105,73,0,0,0,False,1.0,0,0
0f8e8313,3916adf9,p4000-diff-algorithms.sh-perf-report,105,73,0,1.91,0.13,False,1.0,1.0,0
0f8e8313,3916adf9,p4001-diff-no-index.sh-perf-report,105,73,0,0.04,0,False,1.0,0.06382978723404255,1
0f8e8313,3916adf9,p4211-line-log.sh-perf-report,105,73,0,5.9,0,False,1.0,0.0625,1
0f8e8313,3916adf9,p5302-pack-index.sh-perf-report,105,73,1,0.25,0,False,1.0,1.0,0
0f8e8313,3916adf9,p5310-pack-bitmaps.sh-perf-report,105,73,1,3.06,0,False,1.0,1.0,0
0f8e8313,3916adf9,p7000-filter-branch.sh-perf-report,105,73,3,0.04,0,False,1.0,1.0,0
0f8e8313,3916adf9,p7300-clean.sh-perf-report,105,73,0,0.4,0,False,1.0,0.06382978723404255,0
0f8e8313,3916adf9,p7810-grep.sh-perf-report,105,73,0,0.03,0,False,1.0,0.06382978723404255,0
3916adf9,d9d501b0,p0000-perf-lib-sanity.sh-perf-report,1007,568,4,0.06,0.06,False,1.0,1.0,0
3916adf9,d9d501b0,p0001-rev-list.sh-perf-report,1007,568,17,12.16,3.31,False,1.0,1.0,1
3916adf9,d9d501b0,p0002-read-cache.sh-perf-report,1007,568,1,0,0,False,1.0,0.04888888888888889,0
3916adf9,d9d501b0,p4000-diff-algorithms.sh-perf-report,1007,568,15,2,0.63,False,1.0,1.0,0
3916adf9,d9d501b0,p4001-diff-no-index.sh-perf-report,1007,568,5,0.05,0.03,False,1.0,1.0,1
3916adf9,d9d501b0,p4211-line-log.sh-perf-report,1007,568,10,8.39,0.9,False,1.0,1.0,1
3916adf9,d9d501b0,p5302-pack-index.sh-perf-report,1007,568,25,0.26,0.08,False,1.0,1.0,0
3916adf9,d9d501b0,p5310-pack-bitmaps.sh-perf-report,1007,568,32,5,1.37,False,1.0,1.0,0
